populations -P /work/LAS/kjroe-lab/jmahguib/UCSStacks_outputs/TrkNbr-1524n1282n1083_AllPops_UCSStacks_outputs -O /work/LAS/kjroe-lab/jmahguib/Stacks_Populations_outputs/TrkNbr-1524n1282n1083_AllPops_Stacks_Populations_p18_r080_output -M /work/LAS/kjroe-lab/jmahguib/PopMaps/Webbhelix/PopMap_TrkNbr-1524n1282n1083_AllPops.txt -b 22540000 -t 10 -k -p 18 -r 0.80 --write_single_snp --fstats --plink --structure --genepop --vcf --phylip_var
populations version 1.46 executed 2020-10-04 14:24:34

# Distribution of population loci.
# Distribution of valid loci matched to catalog locus.
# Valid samples at locus	Count
between_population	incompatible_locus	104016	un	9361383	31	PPNP	CRWA
between_population	incompatible_locus	104016	un	9361383	31	PPNP	PCRA
between_population	incompatible_locus	259100	un	23318962	50	PPNP	PCRA
between_population	incompatible_locus	104016	un	9361383	31	FPPI	CRWA
between_population	incompatible_locus	104016	un	9361383	31	FPPI	PCRA
between_population	incompatible_locus	259100	un	23318962	50	FPPI	PCRA
between_population	incompatible_locus	104016	un	9361383	31	CRWA	DHFA
between_population	incompatible_locus	18075	un	1626712	50	PCRA	DHFA
between_population	incompatible_locus	104016	un	9361383	31	PCRA	DHFA
between_population	incompatible_locus	259100	un	23318962	50	PCRA	DHFA
