populations -P /work/LAS/kjroe-lab/jmahguib/UCSStacks_outputs/TrkNbr-1524n1282n1083_AllPops_UCSStacks_outputs -O /work/LAS/kjroe-lab/jmahguib/Stacks_Populations_outputs/TrkNbr-1524n1282n1083_AllPops_Stacks_Populations_p14_r080_output -M /work/LAS/kjroe-lab/jmahguib/PopMaps/Webbhelix/PopMap_TrkNbr-1524n1282n1083_AllPops.txt -b 22540000 -t 10 -k -p 14 -r 0.80 --write_single_snp --fstats --plink --structure --genepop --vcf --phylip_var
populations version 1.46 executed 2020-10-04 14:23:33

# Distribution of population loci.
# Distribution of valid loci matched to catalog locus.
# Valid samples at locus	Count
between_population	incompatible_locus	100908	un	9081644	12	MRLP	HNL
between_population	incompatible_locus	104016	un	9361383	31	MRLP	HNL
between_population	incompatible_locus	114660	un	10319334	22	MRLP	HNL
between_population	incompatible_locus	124649	un	11218330	8	MRLP	HNL
between_population	incompatible_locus	236671	un	21300325	23	MRLP	HNL
between_population	incompatible_locus	246794	un	22211403	31	MRLP	HNL
between_population	incompatible_locus	253594	un	22823389	17	MRLP	HNL
between_population	incompatible_locus	257697	un	23192659	17	MRLP	HNL
between_population	incompatible_locus	345896	un	31130576	24	MRLP	HNL
between_population	incompatible_locus	434972	un	39147402	10	MRLP	HNL
between_population	incompatible_locus	438326	un	39449270	18	MRLP	HNL
between_population	incompatible_locus	451635	un	40647080	18	MRLP	HNL
between_population	incompatible_locus	454292	un	40886249	57	MRLP	HNL
between_population	incompatible_locus	500591	un	45053136	34	MRLP	HNL
between_population	incompatible_locus	503336	un	45300175	23	MRLP	HNL
between_population	incompatible_locus	550065	un	49505802	40	MRLP	HNL
between_population	incompatible_locus	464357	un	41792063	21	MRLP	MPO
between_population	incompatible_locus	394046	un	35464141	89	MRLP	OICP
between_population	incompatible_locus	394249	un	35482408	86	MRLP	OICP
between_population	incompatible_locus	394806	un	35532538	86	MRLP	OICP
between_population	incompatible_locus	395497	un	35594731	89	MRLP	OICP
between_population	incompatible_locus	395790	un	35621098	86	MRLP	OICP
between_population	incompatible_locus	396301	un	35667091	89	MRLP	OICP
between_population	incompatible_locus	396542	un	35688781	89	MRLP	OICP
between_population	incompatible_locus	396708	un	35703718	86	MRLP	OICP
between_population	incompatible_locus	397466	un	35771940	88	MRLP	OICP
between_population	incompatible_locus	398545	un	35869051	89	MRLP	OICP
between_population	incompatible_locus	398714	un	35884261	89	MRLP	OICP
between_population	incompatible_locus	398760	un	35888401	89	MRLP	OICP
between_population	incompatible_locus	398907	un	35901630	88	MRLP	OICP
between_population	incompatible_locus	400261	un	36023488	86	MRLP	OICP
between_population	incompatible_locus	400365	un	36032851	89	MRLP	OICP
between_population	incompatible_locus	400416	un	36037441	89	MRLP	OICP
between_population	incompatible_locus	400766	un	36068941	89	MRLP	OICP
between_population	incompatible_locus	400809	un	36072808	86	MRLP	OICP
between_population	incompatible_locus	400853	un	36076770	88	MRLP	OICP
between_population	incompatible_locus	401658	un	36149218	86	MRLP	OICP
between_population	incompatible_locus	402137	un	36192329	87	MRLP	OICP
between_population	incompatible_locus	402247	un	36202231	89	MRLP	OICP
between_population	incompatible_locus	402837	un	36255328	86	MRLP	OICP
between_population	incompatible_locus	403738	un	36336421	89	MRLP	OICP
between_population	incompatible_locus	404732	un	36425880	88	MRLP	OICP
between_population	incompatible_locus	404853	un	36436769	87	MRLP	OICP
between_population	incompatible_locus	405393	un	36485371	89	MRLP	OICP
between_population	incompatible_locus	405795	un	36521548	86	MRLP	OICP
between_population	incompatible_locus	405848	un	36526321	89	MRLP	OICP
between_population	incompatible_locus	406315	un	36568350	88	MRLP	OICP
between_population	incompatible_locus	407004	un	36630361	89	MRLP	OICP
between_population	incompatible_locus	408318	un	36748621	89	MRLP	OICP
between_population	incompatible_locus	408858	un	36797218	86	MRLP	OICP
between_population	incompatible_locus	409223	un	36830068	86	MRLP	OICP
between_population	incompatible_locus	409914	un	36892261	89	MRLP	OICP
between_population	incompatible_locus	410110	un	36909898	86	MRLP	OICP
between_population	incompatible_locus	411154	un	37003861	89	MRLP	OICP
between_population	incompatible_locus	411357	un	37022128	86	MRLP	OICP
between_population	incompatible_locus	412770	un	37149301	89	MRLP	OICP
between_population	incompatible_locus	413102	un	37179181	89	MRLP	OICP
between_population	incompatible_locus	413534	un	37218059	87	MRLP	OICP
between_population	incompatible_locus	414076	un	37266839	87	MRLP	OICP
between_population	incompatible_locus	414142	un	37272781	89	MRLP	OICP
between_population	incompatible_locus	414261	un	37283490	88	MRLP	OICP
between_population	incompatible_locus	417242	un	37551780	88	MRLP	OICP
between_population	incompatible_locus	418008	un	37620719	87	MRLP	OICP
between_population	incompatible_locus	418020	un	37621801	89	MRLP	OICP
between_population	incompatible_locus	418050	un	37624498	86	MRLP	OICP
between_population	incompatible_locus	419723	un	37775069	87	MRLP	OICP
between_population	incompatible_locus	419805	un	37782450	88	MRLP	OICP
between_population	incompatible_locus	424025	un	38162250	88	MRLP	OICP
between_population	incompatible_locus	427279	un	38455108	86	MRLP	OICP
between_population	incompatible_locus	428450	un	38560500	88	MRLP	OICP
between_population	incompatible_locus	429443	un	38649871	89	MRLP	OICP
between_population	incompatible_locus	430749	un	38767411	89	MRLP	OICP
between_population	incompatible_locus	430852	un	38776681	89	MRLP	OICP
between_population	incompatible_locus	431209	un	38808810	88	MRLP	OICP
between_population	incompatible_locus	431284	un	38815560	88	MRLP	OICP
between_population	incompatible_locus	432281	un	38905288	86	MRLP	OICP
between_population	incompatible_locus	432516	un	38926438	86	MRLP	OICP
between_population	incompatible_locus	432796	un	38951641	89	MRLP	OICP
between_population	incompatible_locus	434359	un	39092310	88	MRLP	OICP
between_population	incompatible_locus	434661	un	39119490	88	MRLP	OICP
between_population	incompatible_locus	434933	un	39143969	87	MRLP	OICP
between_population	incompatible_locus	435179	un	39166110	88	MRLP	OICP
between_population	incompatible_locus	435359	un	39182308	86	MRLP	OICP
between_population	incompatible_locus	435645	un	39208050	88	MRLP	OICP
between_population	incompatible_locus	435905	un	39231448	86	MRLP	OICP
between_population	incompatible_locus	435973	un	39237568	86	MRLP	OICP
between_population	incompatible_locus	436449	un	39280411	89	MRLP	OICP
between_population	incompatible_locus	437642	un	39387781	89	MRLP	OICP
between_population	incompatible_locus	437773	un	39399568	86	MRLP	OICP
between_population	incompatible_locus	437807	un	39402630	88	MRLP	OICP
between_population	incompatible_locus	438071	un	39426388	86	MRLP	OICP
between_population	incompatible_locus	438750	un	39487501	89	MRLP	OICP
between_population	incompatible_locus	439087	un	39517830	88	MRLP	OICP
between_population	incompatible_locus	442651	un	39838591	89	MRLP	OICP
between_population	incompatible_locus	442832	un	39854878	86	MRLP	OICP
between_population	incompatible_locus	443024	un	39872161	89	MRLP	OICP
between_population	incompatible_locus	443038	un	39873420	88	MRLP	OICP
between_population	incompatible_locus	443250	un	39892499	87	MRLP	OICP
between_population	incompatible_locus	443888	un	39949921	89	MRLP	OICP
between_population	incompatible_locus	443944	un	39954960	88	MRLP	OICP
between_population	incompatible_locus	444850	un	40036501	89	MRLP	OICP
between_population	incompatible_locus	448338	un	40350420	88	MRLP	OICP
between_population	incompatible_locus	449835	un	40485151	89	MRLP	OICP
between_population	incompatible_locus	450267	un	40524028	86	MRLP	OICP
between_population	incompatible_locus	450981	un	40588289	87	MRLP	OICP
between_population	incompatible_locus	451672	un	40650478	86	MRLP	OICP
between_population	incompatible_locus	451806	un	40662541	89	MRLP	OICP
between_population	incompatible_locus	451930	un	40673698	86	MRLP	OICP
between_population	incompatible_locus	452662	un	40739580	88	MRLP	OICP
between_population	incompatible_locus	452851	un	40756589	87	MRLP	OICP
between_population	incompatible_locus	453219	un	40789709	87	MRLP	OICP
between_population	incompatible_locus	453570	un	40821298	86	MRLP	OICP
between_population	incompatible_locus	453637	un	40827330	88	MRLP	OICP
between_population	incompatible_locus	453862	un	40847581	89	MRLP	OICP
between_population	incompatible_locus	454477	un	40902930	88	MRLP	OICP
between_population	incompatible_locus	455038	un	40953419	87	MRLP	OICP
between_population	incompatible_locus	455209	un	40968809	87	MRLP	OICP
between_population	incompatible_locus	455246	un	40972139	87	MRLP	OICP
between_population	incompatible_locus	455567	un	41001029	87	MRLP	OICP
between_population	incompatible_locus	457107	un	41139631	89	MRLP	OICP
between_population	incompatible_locus	457189	un	41147010	88	MRLP	OICP
between_population	incompatible_locus	457287	un	41155831	89	MRLP	OICP
between_population	incompatible_locus	457504	un	41175359	87	MRLP	OICP
between_population	incompatible_locus	458307	un	41247631	89	MRLP	OICP
between_population	incompatible_locus	458654	un	41278861	89	MRLP	OICP
between_population	incompatible_locus	459426	un	41348340	88	MRLP	OICP
between_population	incompatible_locus	460348	un	41431321	89	MRLP	OICP
between_population	incompatible_locus	460579	un	41452108	86	MRLP	OICP
between_population	incompatible_locus	460581	un	41452290	88	MRLP	OICP
between_population	incompatible_locus	460842	un	41475780	88	MRLP	OICP
between_population	incompatible_locus	461879	un	41569111	89	MRLP	OICP
between_population	incompatible_locus	463125	un	41681249	87	MRLP	OICP
between_population	incompatible_locus	463994	un	41759458	86	MRLP	OICP
between_population	incompatible_locus	464070	un	41766298	86	MRLP	OICP
between_population	incompatible_locus	464302	un	41787178	86	MRLP	OICP
between_population	incompatible_locus	464677	un	41820931	89	MRLP	OICP
between_population	incompatible_locus	465111	un	41859991	89	MRLP	OICP
between_population	incompatible_locus	465241	un	41871691	89	MRLP	OICP
between_population	incompatible_locus	465260	un	41873400	88	MRLP	OICP
between_population	incompatible_locus	466414	un	41977260	88	MRLP	OICP
between_population	incompatible_locus	466470	un	41982298	86	MRLP	OICP
between_population	incompatible_locus	466717	un	42004531	89	MRLP	OICP
between_population	incompatible_locus	467378	un	42064020	88	MRLP	OICP
between_population	incompatible_locus	468378	un	42154018	86	MRLP	OICP
between_population	incompatible_locus	468388	un	42154921	89	MRLP	OICP
between_population	incompatible_locus	470366	un	42332941	89	MRLP	OICP
between_population	incompatible_locus	470752	un	42367681	89	MRLP	OICP
between_population	incompatible_locus	470979	un	42388108	86	MRLP	OICP
between_population	incompatible_locus	471276	un	42414839	87	MRLP	OICP
between_population	incompatible_locus	471513	un	42436170	88	MRLP	OICP
between_population	incompatible_locus	471743	un	42456870	88	MRLP	OICP
between_population	incompatible_locus	472368	un	42513120	88	MRLP	OICP
between_population	incompatible_locus	473075	un	42576750	88	MRLP	OICP
between_population	incompatible_locus	473571	un	42621389	87	MRLP	OICP
between_population	incompatible_locus	473682	un	42631378	86	MRLP	OICP
between_population	incompatible_locus	474890	un	42740101	89	MRLP	OICP
between_population	incompatible_locus	475931	un	42833789	87	MRLP	OICP
between_population	incompatible_locus	476562	un	42890580	88	MRLP	OICP
between_population	incompatible_locus	477611	un	42984991	89	MRLP	OICP
between_population	incompatible_locus	477847	un	43006229	87	MRLP	OICP
between_population	incompatible_locus	477925	un	43013251	89	MRLP	OICP
between_population	incompatible_locus	478054	un	43024859	87	MRLP	OICP
between_population	incompatible_locus	479347	un	43141229	87	MRLP	OICP
between_population	incompatible_locus	479909	un	43191809	87	MRLP	OICP
between_population	incompatible_locus	480488	un	43243921	89	MRLP	OICP
between_population	incompatible_locus	481855	un	43366951	89	MRLP	OICP
between_population	incompatible_locus	482167	un	43395030	88	MRLP	OICP
between_population	incompatible_locus	482355	un	43411951	89	MRLP	OICP
between_population	incompatible_locus	482447	un	43420231	89	MRLP	OICP
between_population	incompatible_locus	483770	un	43539300	88	MRLP	OICP
between_population	incompatible_locus	485262	un	43673578	86	MRLP	OICP
between_population	incompatible_locus	486327	un	43769429	87	MRLP	OICP
between_population	incompatible_locus	486957	un	43826131	89	MRLP	OICP
between_population	incompatible_locus	487303	un	43857271	89	MRLP	OICP
between_population	incompatible_locus	487571	un	43881390	88	MRLP	OICP
between_population	incompatible_locus	488738	un	43986421	89	MRLP	OICP
between_population	incompatible_locus	488824	un	43994129	57	MRLP	OICP
between_population	incompatible_locus	489494	un	44054459	87	MRLP	OICP
between_population	incompatible_locus	489528	un	44057521	89	MRLP	OICP
between_population	incompatible_locus	489679	un	44071111	89	MRLP	OICP
between_population	incompatible_locus	489874	un	44088661	89	MRLP	OICP
between_population	incompatible_locus	490405	un	44136449	87	MRLP	OICP
between_population	incompatible_locus	491329	un	44219609	87	MRLP	OICP
between_population	incompatible_locus	492337	un	44310328	86	MRLP	OICP
between_population	incompatible_locus	492977	un	44367931	89	MRLP	OICP
between_population	incompatible_locus	493038	un	44373421	89	MRLP	OICP
between_population	incompatible_locus	493424	un	44408161	89	MRLP	OICP
between_population	incompatible_locus	494046	un	44464141	89	MRLP	OICP
between_population	incompatible_locus	494587	un	44512830	88	MRLP	OICP
between_population	incompatible_locus	495051	un	44554590	88	MRLP	OICP
between_population	incompatible_locus	495075	un	44556750	88	MRLP	OICP
between_population	incompatible_locus	495586	un	44602740	88	MRLP	OICP
between_population	incompatible_locus	496017	un	44641530	88	MRLP	OICP
between_population	incompatible_locus	496211	un	44658989	87	MRLP	OICP
between_population	incompatible_locus	496419	un	44677708	86	MRLP	OICP
between_population	incompatible_locus	496731	un	44705788	86	MRLP	OICP
between_population	incompatible_locus	497003	un	44730269	87	MRLP	OICP
between_population	incompatible_locus	497054	un	44734860	88	MRLP	OICP
between_population	incompatible_locus	498759	un	44888308	86	MRLP	OICP
between_population	incompatible_locus	499750	un	44977501	89	MRLP	OICP
between_population	incompatible_locus	500133	un	45011969	87	MRLP	OICP
between_population	incompatible_locus	501263	un	45113669	87	MRLP	OICP
between_population	incompatible_locus	501832	un	45164881	89	MRLP	OICP
between_population	incompatible_locus	502346	un	45211140	88	MRLP	OICP
between_population	incompatible_locus	503206	un	45288541	89	MRLP	OICP
between_population	incompatible_locus	504016	un	45361439	87	MRLP	OICP
between_population	incompatible_locus	504776	un	45429839	87	MRLP	OICP
between_population	incompatible_locus	505076	un	45456838	86	MRLP	OICP
between_population	incompatible_locus	505387	un	45484830	88	MRLP	OICP
between_population	incompatible_locus	505755	un	45517949	87	MRLP	OICP
between_population	incompatible_locus	506006	un	45540541	89	MRLP	OICP
between_population	incompatible_locus	506304	un	45567358	86	MRLP	OICP
between_population	incompatible_locus	506419	un	45577711	89	MRLP	OICP
between_population	incompatible_locus	506429	un	45578608	86	MRLP	OICP
between_population	incompatible_locus	506711	un	45603990	88	MRLP	OICP
between_population	incompatible_locus	507437	un	45669329	87	MRLP	OICP
between_population	incompatible_locus	507656	un	45689039	87	MRLP	OICP
between_population	incompatible_locus	507945	un	45715048	86	MRLP	OICP
between_population	incompatible_locus	508331	un	45749791	89	MRLP	OICP
between_population	incompatible_locus	508756	un	45788041	89	MRLP	OICP
between_population	incompatible_locus	509093	un	45818369	87	MRLP	OICP
between_population	incompatible_locus	509505	un	45855450	88	MRLP	OICP
between_population	incompatible_locus	510056	un	45905038	86	MRLP	OICP
between_population	incompatible_locus	510129	un	45911611	89	MRLP	OICP
between_population	incompatible_locus	510615	un	45955348	86	MRLP	OICP
between_population	incompatible_locus	511255	un	46012949	87	MRLP	OICP
between_population	incompatible_locus	511943	un	46074870	88	MRLP	OICP
between_population	incompatible_locus	513310	un	46197901	89	MRLP	OICP
between_population	incompatible_locus	513366	un	46202940	88	MRLP	OICP
between_population	incompatible_locus	513412	un	46207079	87	MRLP	OICP
between_population	incompatible_locus	514244	un	46281958	86	MRLP	OICP
between_population	incompatible_locus	514721	un	46324889	87	MRLP	OICP
between_population	incompatible_locus	515701	un	46413090	88	MRLP	OICP
between_population	incompatible_locus	516029	un	46442609	87	MRLP	OICP
between_population	incompatible_locus	516868	un	46518120	88	MRLP	OICP
between_population	incompatible_locus	517064	un	46535759	87	MRLP	OICP
between_population	incompatible_locus	517094	un	46538460	88	MRLP	OICP
between_population	incompatible_locus	518714	un	46684261	89	MRLP	OICP
between_population	incompatible_locus	519281	un	46735288	86	MRLP	OICP
between_population	incompatible_locus	520096	un	46808640	88	MRLP	OICP
between_population	incompatible_locus	520518	un	46846621	89	MRLP	OICP
between_population	incompatible_locus	521215	un	46909349	87	MRLP	OICP
between_population	incompatible_locus	521677	un	46950931	89	MRLP	OICP
between_population	incompatible_locus	522421	un	47017891	89	MRLP	OICP
between_population	incompatible_locus	522774	un	47049661	89	MRLP	OICP
between_population	incompatible_locus	524476	un	47202841	89	MRLP	OICP
between_population	incompatible_locus	525452	un	47290680	88	MRLP	OICP
between_population	incompatible_locus	526182	un	47356379	87	MRLP	OICP
between_population	incompatible_locus	526297	un	47366730	88	MRLP	OICP
between_population	incompatible_locus	526957	un	47426131	89	MRLP	OICP
between_population	incompatible_locus	527692	un	47492279	87	MRLP	OICP
between_population	incompatible_locus	528411	un	47556989	87	MRLP	OICP
