populations -P /work/LAS/kjroe-lab/jmahguib/UCSStacks_outputs/TrkNbr_1083n1282_L1n2_PrelimPops -O /work/LAS/kjroe-lab/jmahguib/Stacks_Populations_outputs/TrkNbr_1083n1282_L1n2_PrelimPops_for_Genodive_MinSampSizeRuns -M /work/LAS/kjroe-lab/jmahguib/PopMaps/Webbhelix/PopMaps_TrkNbr_1083n1282_L1n2_PrelimPops_MinSampSizeRuns/PopMap_TrkNbr_1083n1282_L1n2_PrelimPops_S24.txt -b 22540000 -t 20 -k -p 1 -r 0.80 --write_single_snp --fstats --plink --structure --genepop --vcf --phylip_var
populations version 1.46 executed 2019-09-20 14:03:49

# Distribution of population loci.
# Distribution of valid loci matched to catalog locus.
# Valid samples at locus	Count
41	10
42	14
43	8
44	11
45	3
46	5
47	6
49	4
50	2
51	4
52	1
53	1
54	1
55	4
56	1
58	4
59	1
61	2
62	1
64	1
65	1
66	2
67	2
68	1
71	1
72	1
# Distribution of missing loci at catalog loci.
# Absent samples at locus	Count
0	40054
1	4934
2	2713
3	2053
4	1875
5	1825
6	1896
7	2042
8	2226
9	2407
10	2583
11	2782
12	3036
13	3261
14	3583
15	3902
16	4559
17	5554
18	7324
19	9589
20	3657
21	3269
22	3014
23	3119
24	3182
25	2956
26	2762
27	2710
28	2716
29	2775
30	2792
31	2821
32	2912
33	3111
34	3069
35	3275
36	3310
37	2957
38	2636
39	1547
40	1461
41	1411
42	1290
43	1355
44	1323
45	1285
46	1218
47	1220
48	1200
49	1049
50	929
51	890
52	730
53	639
54	554
55	398
56	255
57	163
58	86
59	74
60	69
61	76
62	50
63	52
64	58
65	48
66	41
67	35
68	38
69	41
70	42
71	31
72	36
73	27
74	9
75	10
76	3
Population TGCP contained 182 incompatible loci -- more than two alleles present.
Population STT contained 10013 incompatible loci -- more than two alleles present.
Population MPO contained 10043 incompatible loci -- more than two alleles present.
Population PTP contained 8520 incompatible loci -- more than two alleles present.
Population TGCP contained 0 incompatible loci -- more than two alleles present.
Population STT contained 0 incompatible loci -- more than two alleles present.
Population MPO contained 0 incompatible loci -- more than two alleles present.
Population PTP contained 0 incompatible loci -- more than two alleles present.
# Distribution of the number of SNPs per locus.
#n_snps	n_loci
0	85907
1	48712
between_population	incompatible_locus	60058	un	5405168	36	TGCP	STT
between_population	incompatible_locus	107992	un	9719243	51	TGCP	STT
between_population	incompatible_locus	120204	un	10818301	29	TGCP	STT
between_population	incompatible_locus	185783	un	16720416	34	TGCP	STT
between_population	incompatible_locus	60058	un	5405168	36	TGCP	MPO
between_population	incompatible_locus	107992	un	9719243	51	TGCP	MPO
between_population	incompatible_locus	117065	un	10535814	52	TGCP	MPO
between_population	incompatible_locus	216517	un	19486488	46	TGCP	MPO
between_population	incompatible_locus	60058	un	5405168	36	STT	PTP
between_population	incompatible_locus	120204	un	10818301	29	STT	PTP
between_population	incompatible_locus	185783	un	16720416	34	STT	PTP
between_population	incompatible_locus	597841	un	53805631	29	STT	PTP
between_population	incompatible_locus	60058	un	5405168	36	MPO	PTP
between_population	incompatible_locus	575326	un	51779284	32	MPO	PTP
between_population	incompatible_locus	597841	un	53805631	29	MPO	PTP
between_population	incompatible_locus	604748	un	54427243	11	MPO	PTP
between_population	incompatible_locus	685101	un	61659019	17	MPO	PTP
