# Population TGCP	WM1,WM10,WM11,WM12,WM13,WM14,WM15,WM16,WM17,WM18,WM19,WM2,WM20,WM21,WM22,WM23,WM24,WM3,WM4,WM5,WM6,WM7,WM8,WM9
# Population STT	WM183,WM184,WM185,WM186,WM187,WM188,WM189,WM190,WM191,WM192,WM193,WM194,WM195,WM196,WM197,WM198,WM199,WM200,WM201,WM202,WM203,WM204,WM205,WM206
# Batch ID 	Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
22540000	1140	TGCP	STT	un	102512	0.2670	0.0000	0.0000	0.1018	0.0000	0.0000	0.1022	0.0000	0.0000
22540000	1292	TGCP	STT	un	116192	-0.0234	0.0000	0.0000	-0.0128	0.0000	0.0000	-0.0128	0.0000	0.0000
22540000	1301	TGCP	STT	un	117002	0.0553	0.0000	0.0000	0.0054	0.0000	0.0000	0.0058	0.0000	0.0000
22540000	1350	TGCP	STT	un	121412	0.1156	0.0000	0.0000	0.0150	0.0000	0.0000	0.0144	0.0000	0.0000
22540000	1361	TGCP	STT	un	122402	0.1215	0.0000	0.0000	0.0211	0.0000	0.0000	0.0213	0.0000	0.0000
22540000	1537	TGCP	STT	un	138242	0.2618	0.0000	0.0000	0.0948	0.0000	0.0000	0.0951	0.0000	0.0000
22540000	1611	TGCP	STT	un	144902	0.9778	0.0000	0.0000	0.9787	0.0000	0.0000	0.9787	0.0000	0.0000
22540000	1619	TGCP	STT	un	145622	0.1465	0.0000	0.0000	0.0260	0.0000	0.0000	0.0257	0.0000	0.0000
22540000	1791	TGCP	STT	un	161102	0.1090	0.0000	0.0000	0.1095	0.0000	0.0000	0.1095	0.0000	0.0000
22540000	1844	TGCP	STT	un	165872	0.8360	0.0000	0.0000	0.8347	0.0000	0.0000	0.8347	0.0000	0.0000
22540000	1848	TGCP	STT	un	166232	0.1816	0.0000	0.0000	0.0416	0.0000	0.0000	0.0415	0.0000	0.0000
22540000	1852	TGCP	STT	un	166592	0.1639	0.0000	0.0000	0.0954	0.0000	0.0000	0.0956	0.0000	0.0000
22540000	1950	TGCP	STT	un	175412	0.3833	0.0000	0.0000	0.1956	0.0000	0.0000	0.1954	0.0000	0.0000
22540000	1963	TGCP	STT	un	176582	0.1702	0.0000	0.0000	0.0323	0.0000	0.0000	0.0316	0.0000	0.0000
22540000	2098	TGCP	STT	un	188732	0.8444	0.0000	0.0000	0.8247	0.0000	0.0000	0.8247	0.0000	0.0000
22540000	2118	TGCP	STT	un	190532	-0.0009	0.0000	0.0000	-0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	2211	TGCP	STT	un	198902	0.3191	0.0000	0.0000	0.1376	0.0000	0.0000	0.1376	0.0000	0.0000
22540000	2236	TGCP	STT	un	201152	0.8424	0.0000	0.0000	0.8328	0.0000	0.0000	0.8329	0.0000	0.0000
22540000	2389	TGCP	STT	un	214922	0.9773	0.0000	0.0000	0.9767	0.0000	0.0000	0.9767	0.0000	0.0000
22540000	2518	TGCP	STT	un	226532	0.0213	0.0000	0.0000	0.0009	0.0000	0.0000	0.0009	0.0000	0.0000
22540000	2541	TGCP	STT	un	228602	-0.0144	0.0000	0.0000	-0.0119	0.0000	0.0000	-0.0120	0.0000	0.0000
22540000	2568	TGCP	STT	un	231032	0.9132	0.0000	0.0000	0.9096	0.0000	0.0000	0.9096	0.0000	0.0000
22540000	2570	TGCP	STT	un	231212	0.0575	0.0000	0.0000	0.0055	0.0000	0.0000	0.0058	0.0000	0.0000
22540000	2594	TGCP	STT	un	233372	0.0582	0.0000	0.0000	0.0044	0.0000	0.0000	0.0041	0.0000	0.0000
22540000	2626	TGCP	STT	un	236252	0.0638	0.0000	0.0000	0.0058	0.0000	0.0000	0.0058	0.0000	0.0000
22540000	2673	TGCP	STT	un	240482	0.2086	0.0000	0.0000	0.0593	0.0000	0.0000	0.0595	0.0000	0.0000
22540000	2694	TGCP	STT	un	242372	0.1246	0.0000	0.0000	0.0212	0.0000	0.0000	0.0213	0.0000	0.0000
22540000	2739	TGCP	STT	un	246422	0.0509	0.0000	0.0000	0.0038	0.0000	0.0000	0.0037	0.0000	0.0000
22540000	2758	TGCP	STT	un	248132	0.1300	0.0000	0.0000	0.0232	0.0000	0.0000	0.0234	0.0000	0.0000
22540000	2972	TGCP	STT	un	267392	0.3836	0.0000	0.0000	0.1845	0.0000	0.0000	0.1838	0.0000	0.0000
22540000	2978	TGCP	STT	un	267932	0.1183	0.0000	0.0000	0.0209	0.0000	0.0000	0.0213	0.0000	0.0000
22540000	3020	TGCP	STT	un	271712	0.1503	0.0000	0.0000	0.0597	0.0000	0.0000	0.0599	0.0000	0.0000
22540000	3164	TGCP	STT	un	284672	0.7098	0.0000	0.0000	0.6605	0.0000	0.0000	0.6607	0.0000	0.0000
22540000	3268	TGCP	STT	un	294032	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	3348	TGCP	STT	un	301232	0.4574	0.0000	0.0000	0.2669	0.0000	0.0000	0.2661	0.0000	0.0000
22540000	3407	TGCP	STT	un	306542	0.5816	0.0000	0.0000	0.5834	0.0000	0.0000	0.5834	0.0000	0.0000
22540000	3485	TGCP	STT	un	313562	0.7238	0.0000	0.0000	0.7071	0.0000	0.0000	0.7070	0.0000	0.0000
22540000	3505	TGCP	STT	un	315362	-0.0125	0.0000	0.0000	-0.0008	0.0000	0.0000	-0.0009	0.0000	0.0000
22540000	3522	TGCP	STT	un	316892	0.7256	0.0000	0.0000	0.6579	0.0000	0.0000	0.6578	0.0000	0.0000
22540000	3648	TGCP	STT	un	328232	0.0986	0.0000	0.0000	0.0120	0.0000	0.0000	0.0118	0.0000	0.0000
22540000	3849	TGCP	STT	un	346322	0.2086	0.0000	0.0000	0.0593	0.0000	0.0000	0.0595	0.0000	0.0000
22540000	3881	TGCP	STT	un	349202	0.0262	0.0000	0.0000	0.0012	0.0000	0.0000	0.0011	0.0000	0.0000
22540000	4039	TGCP	STT	un	363422	0.1796	0.0000	0.0000	0.0474	0.0000	0.0000	0.0480	0.0000	0.0000
22540000	4129	TGCP	STT	un	371522	0.4304	0.0000	0.0000	0.2418	0.0000	0.0000	0.2414	0.0000	0.0000
22540000	4152	TGCP	STT	un	373592	0.7895	0.0000	0.0000	0.7811	0.0000	0.0000	0.7812	0.0000	0.0000
22540000	4193	TGCP	STT	un	377282	0.0729	0.0000	0.0000	0.0437	0.0000	0.0000	0.0441	0.0000	0.0000
22540000	4197	TGCP	STT	un	377642	0.1662	0.0000	0.0000	0.0322	0.0000	0.0000	0.0316	0.0000	0.0000
22540000	4243	TGCP	STT	un	381782	0.2301	0.0000	0.0000	0.0787	0.0000	0.0000	0.0794	0.0000	0.0000
22540000	4246	TGCP	STT	un	382052	0.0618	0.0000	0.0000	0.0057	0.0000	0.0000	0.0058	0.0000	0.0000
22540000	4252	TGCP	STT	un	382592	0.0951	0.0000	0.0000	0.0144	0.0000	0.0000	0.0150	0.0000	0.0000
22540000	4296	TGCP	STT	un	386552	0.0319	0.0000	0.0000	0.0045	0.0000	0.0000	0.0047	0.0000	0.0000
22540000	4320	TGCP	STT	un	388712	0.9080	0.0000	0.0000	0.9057	0.0000	0.0000	0.9057	0.0000	0.0000
22540000	4486	TGCP	STT	un	403652	0.1658	0.0000	0.0000	0.0408	0.0000	0.0000	0.0415	0.0000	0.0000
22540000	4626	TGCP	STT	un	416252	0.2670	0.0000	0.0000	0.1018	0.0000	0.0000	0.1022	0.0000	0.0000
22540000	4657	TGCP	STT	un	419042	0.0262	0.0000	0.0000	0.0012	0.0000	0.0000	0.0011	0.0000	0.0000
22540000	4675	TGCP	STT	un	420662	0.0646	0.0000	0.0000	0.0503	0.0000	0.0000	0.0503	0.0000	0.0000
22540000	4783	TGCP	STT	un	430382	0.5904	0.0000	0.0000	0.4761	0.0000	0.0000	0.4762	0.0000	0.0000
22540000	4788	TGCP	STT	un	430832	0.7836	0.0000	0.0000	0.7494	0.0000	0.0000	0.7495	0.0000	0.0000
22540000	4801	TGCP	STT	un	432002	0.1665	0.0000	0.0000	0.1587	0.0000	0.0000	0.1587	0.0000	0.0000
22540000	4986	TGCP	STT	un	448652	0.0009	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	5049	TGCP	STT	un	454322	0.1422	0.0000	0.0000	0.0286	0.0000	0.0000	0.0289	0.0000	0.0000
22540000	5068	TGCP	STT	un	456032	-0.0009	0.0000	0.0000	-0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	5107	TGCP	STT	un	459542	0.2007	0.0000	0.0000	0.0904	0.0000	0.0000	0.0906	0.0000	0.0000
22540000	5131	TGCP	STT	un	461702	0.5727	0.0000	0.0000	0.4493	0.0000	0.0000	0.4486	0.0000	0.0000
22540000	5201	TGCP	STT	un	468002	0.2243	0.0000	0.0000	0.0571	0.0000	0.0000	0.0562	0.0000	0.0000
22540000	5347	TGCP	STT	un	481142	0.0326	0.0000	0.0000	0.0016	0.0000	0.0000	0.0013	0.0000	0.0000
22540000	5479	TGCP	STT	un	493022	0.7402	0.0000	0.0000	0.7300	0.0000	0.0000	0.7301	0.0000	0.0000
22540000	5604	TGCP	STT	un	504272	0.0551	0.0000	0.0000	0.0040	0.0000	0.0000	0.0037	0.0000	0.0000
22540000	5691	TGCP	STT	un	512102	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	5693	TGCP	STT	un	512282	0.0802	0.0000	0.0000	0.0096	0.0000	0.0000	0.0098	0.0000	0.0000
22540000	5751	TGCP	STT	un	517502	0.2120	0.0000	0.0000	0.1117	0.0000	0.0000	0.1117	0.0000	0.0000
22540000	5820	TGCP	STT	un	523712	0.0236	0.0000	0.0000	0.0010	0.0000	0.0000	0.0010	0.0000	0.0000
22540000	5880	TGCP	STT	un	529112	0.0287	0.0000	0.0000	0.0054	0.0000	0.0000	0.0053	0.0000	0.0000
22540000	6002	TGCP	STT	un	540092	0.1036	0.0000	0.0000	0.0149	0.0000	0.0000	0.0150	0.0000	0.0000
22540000	6060	TGCP	STT	un	545312	0.4085	0.0000	0.0000	0.2479	0.0000	0.0000	0.2487	0.0000	0.0000
22540000	6114	TGCP	STT	un	550172	0.0186	0.0000	0.0000	0.0008	0.0000	0.0000	0.0009	0.0000	0.0000
22540000	6218	TGCP	STT	un	559532	0.1275	0.0000	0.0000	0.0366	0.0000	0.0000	0.0371	0.0000	0.0000
22540000	6226	TGCP	STT	un	560252	0.0851	0.0000	0.0000	0.0098	0.0000	0.0000	0.0098	0.0000	0.0000
22540000	6308	TGCP	STT	un	567632	0.8883	0.0000	0.0000	0.8733	0.0000	0.0000	0.8733	0.0000	0.0000
22540000	6327	TGCP	STT	un	569342	0.3835	0.0000	0.0000	0.1903	0.0000	0.0000	0.1898	0.0000	0.0000
22540000	6344	TGCP	STT	un	570872	0.0391	0.0000	0.0000	0.0027	0.0000	0.0000	0.0028	0.0000	0.0000
22540000	6351	TGCP	STT	un	571502	-0.0028	0.0000	0.0000	-0.0001	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	6388	TGCP	STT	un	574832	-0.0031	0.0000	0.0000	-0.0001	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	6406	TGCP	STT	un	576452	0.2280	0.0000	0.0000	0.1942	0.0000	0.0000	0.1942	0.0000	0.0000
22540000	6460	TGCP	STT	un	581312	0.2000	0.0000	0.0000	0.0526	0.0000	0.0000	0.0526	0.0000	0.0000
22540000	6557	TGCP	STT	un	590042	0.3659	0.0000	0.0000	0.1838	0.0000	0.0000	0.1838	0.0000	0.0000
22540000	6584	TGCP	STT	un	592472	0.5887	0.0000	0.0000	0.4824	0.0000	0.0000	0.4828	0.0000	0.0000
22540000	6588	TGCP	STT	un	592832	0.8871	0.0000	0.0000	0.8848	0.0000	0.0000	0.8849	0.0000	0.0000
22540000	6686	TGCP	STT	un	601652	0.4946	0.0000	0.0000	0.3286	0.0000	0.0000	0.3284	0.0000	0.0000
22540000	6738	TGCP	STT	un	606332	0.0485	0.0000	0.0000	0.0035	0.0000	0.0000	0.0034	0.0000	0.0000
22540000	6758	TGCP	STT	un	608132	0.0262	0.0000	0.0000	0.0012	0.0000	0.0000	0.0011	0.0000	0.0000
22540000	6824	TGCP	STT	un	614072	0.1008	0.0000	0.0000	0.0147	0.0000	0.0000	0.0150	0.0000	0.0000
22540000	6840	TGCP	STT	un	615512	0.2879	0.0000	0.0000	0.1188	0.0000	0.0000	0.1193	0.0000	0.0000
22540000	6851	TGCP	STT	un	616502	0.0391	0.0000	0.0000	0.0027	0.0000	0.0000	0.0028	0.0000	0.0000
22540000	6892	TGCP	STT	un	620192	0.0010	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	6924	TGCP	STT	un	623072	0.8298	0.0000	0.0000	0.8058	0.0000	0.0000	0.8058	0.0000	0.0000
22540000	6953	TGCP	STT	un	625682	0.1456	0.0000	0.0000	0.0288	0.0000	0.0000	0.0289	0.0000	0.0000
22540000	6983	TGCP	STT	un	628382	0.4164	0.0000	0.0000	0.2449	0.0000	0.0000	0.2452	0.0000	0.0000
22540000	7026	TGCP	STT	un	632252	0.6269	0.0000	0.0000	0.4982	0.0000	0.0000	0.4977	0.0000	0.0000
22540000	7157	TGCP	STT	un	644042	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000
22540000	7171	TGCP	STT	un	645302	0.1671	0.0000	0.0000	0.1432	0.0000	0.0000	0.1432	0.0000	0.0000
22540000	7193	TGCP	STT	un	647282	0.0638	0.0000	0.0000	0.0058	0.0000	0.0000	0.0058	0.0000	0.0000
22540000	7223	TGCP	STT	un	649982	-0.0249	0.0000	0.0000	-0.0053	0.0000	0.0000	-0.0054	0.0000	0.0000
22540000	7286	TGCP	STT	un	655652	-0.0222	0.0000	0.0000	-0.0010	0.0000	0.0000	-0.0010	0.0000	0.0000
22540000	7292	TGCP	STT	un	656192	-0.0076	0.0000	0.0000	-0.0019	0.0000	0.0000	-0.0020	0.0000	0.0000
22540000	7302	TGCP	STT	un	657092	0.2222	0.0000	0.0000	0.0653	0.0000	0.0000	0.0653	0.0000	0.0000
22540000	7358	TGCP	STT	un	662132	0.5319	0.0000	0.0000	0.3860	0.0000	0.0000	0.3860	0.0000	0.0000
22540000	7371	TGCP	STT	un	663302	0.1036	0.0000	0.0000	0.0149	0.0000	0.0000	0.0150	0.0000	0.0000
22540000	7410	TGCP	STT	un	666812	-0.0028	0.0000	0.0000	-0.0001	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	7422	TGCP	STT	un	667892	0.0248	0.0000	0.0000	0.0012	0.0000	0.0000	0.0011	0.0000	0.0000
22540000	7426	TGCP	STT	un	668252	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000
22540000	7499	TGCP	STT	un	674822	0.0161	0.0000	0.0000	0.0067	0.0000	0.0000	0.0067	0.0000	0.0000
22540000	7621	TGCP	STT	un	685802	0.0213	0.0000	0.0000	0.0009	0.0000	0.0000	0.0009	0.0000	0.0000
22540000	7695	TGCP	STT	un	692462	0.0046	0.0000	0.0000	0.0001	0.0000	0.0000	-0.0000	0.0000	0.0000
22540000	7737	TGCP	STT	un	696242	0.1351	0.0000	0.0000	0.0282	0.0000	0.0000	0.0289	0.0000	0.0000
22540000	7803	TGCP	STT	un	702182	0.0373	0.0000	0.0000	0.0026	0.0000	0.0000	0.0028	0.0000	0.0000
22540000	7811	TGCP	STT	un	702902	0.2086	0.0000	0.0000	0.0593	0.0000	0.0000	0.0595	0.0000	0.0000
22540000	7855	TGCP	STT	un	706862	-0.0009	0.0000	0.0000	-0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	7953	TGCP	STT	un	715682	0.0485	0.0000	0.0000	0.0035	0.0000	0.0000	0.0034	0.0000	0.0000
22540000	7997	TGCP	STT	un	719642	0.1876	0.0000	0.0000	0.0478	0.0000	0.0000	0.0480	0.0000	0.0000
22540000	8008	TGCP	STT	un	720632	0.2086	0.0000	0.0000	0.0593	0.0000	0.0000	0.0595	0.0000	0.0000
22540000	8012	TGCP	STT	un	720992	0.0462	0.0000	0.0000	0.0032	0.0000	0.0000	0.0031	0.0000	0.0000
22540000	8099	TGCP	STT	un	728822	0.0032	0.0000	0.0000	0.0001	0.0000	0.0000	-0.0000	0.0000	0.0000
22540000	8228	TGCP	STT	un	740432	0.3564	0.0000	0.0000	0.1781	0.0000	0.0000	0.1783	0.0000	0.0000
22540000	8298	TGCP	STT	un	746732	0.0597	0.0000	0.0000	0.0056	0.0000	0.0000	0.0058	0.0000	0.0000
22540000	8311	TGCP	STT	un	747902	0.5690	0.0000	0.0000	0.4456	0.0000	0.0000	0.4458	0.0000	0.0000
22540000	8315	TGCP	STT	un	748262	-0.0009	0.0000	0.0000	-0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	8317	TGCP	STT	un	748442	0.5002	0.0000	0.0000	0.3286	0.0000	0.0000	0.3281	0.0000	0.0000
22540000	8324	TGCP	STT	un	749072	0.5944	0.0000	0.0000	0.4826	0.0000	0.0000	0.4828	0.0000	0.0000
22540000	8340	TGCP	STT	un	750512	0.0604	0.0000	0.0000	0.0045	0.0000	0.0000	0.0041	0.0000	0.0000
22540000	8370	TGCP	STT	un	753212	0.1589	0.0000	0.0000	0.0347	0.0000	0.0000	0.0349	0.0000	0.0000
22540000	8373	TGCP	STT	un	753482	-0.0124	0.0000	0.0000	-0.0066	0.0000	0.0000	-0.0065	0.0000	0.0000
22540000	8433	TGCP	STT	un	758882	0.4026	0.0000	0.0000	0.2476	0.0000	0.0000	0.2487	0.0000	0.0000
22540000	8437	TGCP	STT	un	759242	0.1065	0.0000	0.0000	0.0134	0.0000	0.0000	0.0130	0.0000	0.0000
22540000	8438	TGCP	STT	un	759332	0.0373	0.0000	0.0000	0.0026	0.0000	0.0000	0.0028	0.0000	0.0000
22540000	8440	TGCP	STT	un	759512	0.0009	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	8467	TGCP	STT	un	761942	0.0213	0.0000	0.0000	0.0009	0.0000	0.0000	0.0009	0.0000	0.0000
22540000	8516	TGCP	STT	un	766352	0.0597	0.0000	0.0000	0.0056	0.0000	0.0000	0.0058	0.0000	0.0000
22540000	8517	TGCP	STT	un	766442	0.0409	0.0000	0.0000	0.0028	0.0000	0.0000	0.0028	0.0000	0.0000
22540000	8585	TGCP	STT	un	772562	0.8202	0.0000	0.0000	0.8057	0.0000	0.0000	0.8058	0.0000	0.0000
22540000	8692	TGCP	STT	un	782192	-0.0030	0.0000	0.0000	-0.0003	0.0000	0.0000	-0.0002	0.0000	0.0000
22540000	8842	TGCP	STT	un	795692	0.9132	0.0000	0.0000	0.9096	0.0000	0.0000	0.9096	0.0000	0.0000
22540000	8889	TGCP	STT	un	799922	0.0200	0.0000	0.0000	0.0009	0.0000	0.0000	0.0009	0.0000	0.0000
22540000	8904	TGCP	STT	un	801272	0.0032	0.0000	0.0000	0.0001	0.0000	0.0000	-0.0000	0.0000	0.0000
22540000	8974	TGCP	STT	un	807572	0.2589	0.0000	0.0000	0.0803	0.0000	0.0000	0.0797	0.0000	0.0000
22540000	9026	TGCP	STT	un	812252	0.2570	0.0000	0.0000	0.1012	0.0000	0.0000	0.1022	0.0000	0.0000
22540000	9078	TGCP	STT	un	816932	0.0597	0.0000	0.0000	0.0056	0.0000	0.0000	0.0058	0.0000	0.0000
22540000	9097	TGCP	STT	un	818642	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000
22540000	9294	TGCP	STT	un	836372	0.1637	0.0000	0.0000	0.0627	0.0000	0.0000	0.0627	0.0000	0.0000
22540000	9321	TGCP	STT	un	838802	0.5231	0.0000	0.0000	0.4229	0.0000	0.0000	0.4233	0.0000	0.0000
22540000	9565	TGCP	STT	un	860762	0.1589	0.0000	0.0000	0.0347	0.0000	0.0000	0.0349	0.0000	0.0000
22540000	9628	TGCP	STT	un	866432	0.0597	0.0000	0.0000	0.0056	0.0000	0.0000	0.0058	0.0000	0.0000
22540000	9675	TGCP	STT	un	870662	0.0485	0.0000	0.0000	0.0035	0.0000	0.0000	0.0034	0.0000	0.0000
22540000	9714	TGCP	STT	un	874172	0.0827	0.0000	0.0000	0.0097	0.0000	0.0000	0.0098	0.0000	0.0000
22540000	9762	TGCP	STT	un	878492	0.0262	0.0000	0.0000	0.0012	0.0000	0.0000	0.0011	0.0000	0.0000
22540000	9896	TGCP	STT	un	890552	0.0213	0.0000	0.0000	0.0009	0.0000	0.0000	0.0009	0.0000	0.0000
22540000	10008	TGCP	STT	un	900632	0.0200	0.0000	0.0000	0.0009	0.0000	0.0000	0.0009	0.0000	0.0000
22540000	10020	TGCP	STT	un	901712	0.0915	0.0000	0.0000	0.0108	0.0000	0.0000	0.0107	0.0000	0.0000
22540000	10146	TGCP	STT	un	913052	0.3129	0.0000	0.0000	0.1241	0.0000	0.0000	0.1236	0.0000	0.0000
22540000	10158	TGCP	STT	un	914132	0.0222	0.0000	0.0000	0.0010	0.0000	0.0000	0.0010	0.0000	0.0000
22540000	10183	TGCP	STT	un	916382	0.0853	0.0000	0.0000	0.0811	0.0000	0.0000	0.0809	0.0000	0.0000
22540000	10243	TGCP	STT	un	921782	0.0236	0.0000	0.0000	0.0010	0.0000	0.0000	0.0010	0.0000	0.0000
22540000	10248	TGCP	STT	un	922232	0.0638	0.0000	0.0000	0.0058	0.0000	0.0000	0.0058	0.0000	0.0000
22540000	10308	TGCP	STT	un	927632	0.3404	0.0000	0.0000	0.1573	0.0000	0.0000	0.1573	0.0000	0.0000
22540000	10334	TGCP	STT	un	929972	0.2266	0.0000	0.0000	0.0655	0.0000	0.0000	0.0653	0.0000	0.0000
22540000	10371	TGCP	STT	un	933302	-0.0039	0.0000	0.0000	-0.0001	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	10390	TGCP	STT	un	935012	0.0915	0.0000	0.0000	0.0108	0.0000	0.0000	0.0107	0.0000	0.0000
22540000	10425	TGCP	STT	un	938162	0.3564	0.0000	0.0000	0.1781	0.0000	0.0000	0.1783	0.0000	0.0000
22540000	10494	TGCP	STT	un	944372	0.0032	0.0000	0.0000	0.0001	0.0000	0.0000	-0.0000	0.0000	0.0000
22540000	10655	TGCP	STT	un	958862	0.1667	0.0000	0.0000	0.0351	0.0000	0.0000	0.0349	0.0000	0.0000
22540000	10662	TGCP	STT	un	959492	0.0422	0.0000	0.0000	0.0059	0.0000	0.0000	0.0058	0.0000	0.0000
22540000	10665	TGCP	STT	un	959762	0.2414	0.0000	0.0000	0.0859	0.0000	0.0000	0.0866	0.0000	0.0000
22540000	10740	TGCP	STT	un	966512	0.4133	0.0000	0.0000	0.3437	0.0000	0.0000	0.3442	0.0000	0.0000
22540000	10857	TGCP	STT	un	977042	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000
22540000	10927	TGCP	STT	un	983342	0.0120	0.0000	0.0000	0.0082	0.0000	0.0000	0.0082	0.0000	0.0000
22540000	10950	TGCP	STT	un	985412	0.0986	0.0000	0.0000	0.0120	0.0000	0.0000	0.0118	0.0000	0.0000
22540000	10998	TGCP	STT	un	989732	0.0462	0.0000	0.0000	0.0032	0.0000	0.0000	0.0031	0.0000	0.0000
22540000	11101	TGCP	STT	un	999002	0.7351	0.0000	0.0000	0.6990	0.0000	0.0000	0.6990	0.0000	0.0000
22540000	11208	TGCP	STT	un	1008632	0.8936	0.0000	0.0000	0.8849	0.0000	0.0000	0.8849	0.0000	0.0000
22540000	11233	TGCP	STT	un	1010882	0.1246	0.0000	0.0000	0.0212	0.0000	0.0000	0.0213	0.0000	0.0000
22540000	11371	TGCP	STT	un	1023302	0.4894	0.0000	0.0000	0.3286	0.0000	0.0000	0.3286	0.0000	0.0000
22540000	11378	TGCP	STT	un	1023932	0.0958	0.0000	0.0000	0.0119	0.0000	0.0000	0.0118	0.0000	0.0000
22540000	11391	TGCP	STT	un	1025102	-0.0009	0.0000	0.0000	-0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	11392	TGCP	STT	un	1025192	0.0009	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	11399	TGCP	STT	un	1025822	0.3141	0.0000	0.0000	0.1374	0.0000	0.0000	0.1376	0.0000	0.0000
22540000	11445	TGCP	STT	un	1029962	0.2297	0.0000	0.0000	0.0722	0.0000	0.0000	0.0724	0.0000	0.0000
22540000	11493	TGCP	STT	un	1034282	0.9096	0.0000	0.0000	0.9096	0.0000	0.0000	0.9096	0.0000	0.0000
22540000	11520	TGCP	STT	un	1036712	0.0986	0.0000	0.0000	0.0120	0.0000	0.0000	0.0118	0.0000	0.0000
